0.001,0.999,3.003097175
0.002,0.998,3.006105496
0.003,0.997,3.009024946
0.004,0.996,3.011855513
0.005,0.995,3.014597192
0.006,0.994,3.01724999
0.007,0.993,3.019813918
0.008,0.992,3.022288996
0.009,0.991,3.024675252
0.01,0.99,3.026972724
0.011,0.989,3.029181453
0.012,0.988,3.031301493
0.013,0.987,3.033332903
0.014,0.986,3.035275749
0.015,0.985,3.037130108
0.016,0.984,3.038896063
0.017,0.983,3.040573704
0.018,0.982,3.04216313
0.019,0.981,3.043664447
0.02,0.98,3.04507777
0.021,0.979,3.046403221
0.022,0.978,3.04764093
0.023,0.977,3.048791034
0.024,0.976,3.049853678
0.025,0.975,3.050829016
0.026,0.974,3.051717208
0.027,0.973,3.052518422
0.028,0.972,3.053232835
0.029,0.971,3.05386063
0.03,0.97,3.054401999
0.031,0.969,3.05485714
0.032,0.968,3.05522626
0.033,0.967,3.055509572
0.034,0.966,3.055707299
0.035,0.965,3.05581967
0.036,0.964,3.055846921
0.037,0.963,3.055789296
0.038,0.962,3.055647047
0.039,0.961,3.055420433
0.04,0.96,3.055109719
0.041,0.959,3.054715181
0.042,0.958,3.054237099
0.043,0.957,3.053675761
0.044,0.956,3.053031463
0.045,0.955,3.052304509
0.046,0.954,3.051495207
0.047,0.953,3.050603876
0.048,0.952,3.049630841
0.049,0.951,3.048576432
0.05,0.95,3.047440989
0.051,0.949,3.046224858
0.052,0.948,3.044928392
0.053,0.947,3.04355195
0.054,0.946,3.0420959
0.055,0.945,3.040560615
0.056,0.944,3.038946476
0.057,0.943,3.037253872
0.058,0.942,3.035483195
0.059,0.941,3.033634849
0.06,0.94,3.03170924
0.061,0.939,3.029706784
0.062,0.938,3.027627902
0.063,0.937,3.025473022
0.064,0.936,3.023242578
0.065,0.935,3.020937013
0.066,0.934,3.018556773
0.067,0.933,3.016102314
0.068,0.932,3.013574095
0.069,0.931,3.010972584
0.07,0.93,3.008298254
0.071,0.929,3.005551585
0.072,0.928,3.002733063
0.073,0.927,2.999843179
0.074,0.926,2.996882433
0.075,0.925,2.993851329
0.076,0.924,2.990750378
0.077,0.923,2.987580095
0.078,0.922,2.984341004
0.079,0.921,2.981033632
0.08,0.92,2.977658515
0.081,0.919,2.974216192
0.082,0.918,2.970707209
0.083,0.917,2.967132118
0.084,0.916,2.963491476
0.085,0.915,2.959785847
0.086,0.914,2.956015798
0.087,0.913,2.952181904
0.088,0.912,2.948284744
0.089,0.911,2.944324903
0.09,0.91,2.940302971
0.091,0.909,2.936219545
0.092,0.908,2.932075224
0.093,0.907,2.927870615
0.094,0.906,2.923606329
0.095,0.905,2.919282982
0.096,0.904,2.914901195
0.097,0.903,2.910461594
0.098,0.902,2.905964811
0.099,0.901,2.901411482
0.1,0.9,2.896802247
0.101,0.899,2.892137751
0.102,0.898,2.887418645
0.103,0.897,2.882645584
0.104,0.896,2.877819226
0.105,0.895,2.872940236
0.106,0.894,2.868009282
0.107,0.893,2.863027036
0.108,0.892,2.857994174
0.109,0.891,2.85291138
0.11,0.89,2.847779336
0.111,0.889,2.842598733
0.112,0.888,2.837370265
0.113,0.887,2.832094628
0.114,0.886,2.826772524
0.115,0.885,2.821404658
0.116,0.884,2.815991739
0.117,0.883,2.81053448
0.118,0.882,2.805033598
0.119,0.881,2.799489811
0.12,0.88,2.793903844
0.121,0.879,2.788276424
0.122,0.878,2.78260828
0.123,0.877,2.776900148
0.124,0.876,2.771152762
0.125,0.875,2.765366865
0.126,0.874,2.759543198
0.127,0.873,2.753682509
0.128,0.872,2.747785546
0.129,0.871,2.741853061
0.13,0.87,2.735885811
0.131,0.869,2.729884552
0.132,0.868,2.723850046
0.133,0.867,2.717783054
0.134,0.866,2.711684344
0.135,0.865,2.705554684
0.136,0.864,2.699394843
0.137,0.863,2.693205596
0.138,0.862,2.686987718
0.139,0.861,2.680741985
0.14,0.86,2.674469179
0.141,0.859,2.66817008
0.142,0.858,2.661845472
0.143,0.857,2.655496142
0.144,0.856,2.649122877
0.145,0.855,2.642726465
0.146,0.854,2.636307699
0.147,0.853,2.629867371
0.148,0.852,2.623406275
0.149,0.851,2.616925207
0.15,0.85,2.610424965
0.151,0.849,2.603906346
0.152,0.848,2.597370151
0.153,0.847,2.590817181
0.154,0.846,2.584248238
0.155,0.845,2.577664125
0.156,0.844,2.571065647
0.157,0.843,2.564453608
0.158,0.842,2.557828815
0.159,0.841,2.551192075
0.16,0.84,2.544544194
0.161,0.839,2.537885981
0.162,0.838,2.531218244
0.163,0.837,2.524541793
0.164,0.836,2.517857437
0.165,0.835,2.511165986
0.166,0.834,2.504468249
0.167,0.833,2.497765038
0.168,0.832,2.491057162
0.169,0.831,2.484345431
0.17,0.83,2.477630657
0.171,0.829,2.470913648
0.172,0.828,2.464195216
0.173,0.827,2.457476169
0.174,0.826,2.450757317
0.175,0.825,2.444039469
0.176,0.824,2.437323433
0.177,0.823,2.430610018
0.178,0.822,2.42390003
0.179,0.821,2.417194276
0.18,0.82,2.410493561
0.181,0.819,2.403798691
0.182,0.818,2.39711047
0.183,0.817,2.390429699
0.184,0.816,2.383757182
0.185,0.815,2.377093718
0.186,0.814,2.370440107
0.187,0.813,2.363797148
0.188,0.812,2.357165636
0.189,0.811,2.350546368
0.19,0.81,2.343940136
0.191,0.809,2.337347734
0.192,0.808,2.330769952
0.193,0.807,2.324207578
0.194,0.806,2.3176614
0.195,0.805,2.311132202
0.196,0.804,2.304620768
0.197,0.803,2.298127878
0.198,0.802,2.291654313
0.199,0.801,2.285200848
0.2,0.8,2.278768258
0.201,0.799,2.272357316
0.202,0.798,2.265968791
0.203,0.797,2.25960345
0.204,0.796,2.25326206
0.205,0.795,2.246945382
0.206,0.794,2.240654175
0.207,0.793,2.234389197
0.208,0.792,2.228151202
0.209,0.791,2.221940941
0.21,0.79,2.215759163
0.211,0.789,2.209606613
0.212,0.788,2.203484032
0.213,0.787,2.197392161
0.214,0.786,2.191331735
0.215,0.785,2.185303486
0.216,0.784,2.179308145
0.217,0.783,2.173346437
0.218,0.782,2.167419084
0.219,0.781,2.161526805
0.22,0.78,2.155670316
0.221,0.779,2.149850327
0.222,0.778,2.144067548
0.223,0.777,2.138322681
0.224,0.776,2.132616428
0.225,0.775,2.126949484
0.226,0.774,2.121322541
0.227,0.773,2.115736288
0.228,0.772,2.110191409
0.229,0.771,2.104688584
0.23,0.77,2.099228487
0.231,0.769,2.093811792
0.232,0.768,2.088439164
0.233,0.767,2.083111266
0.234,0.766,2.077828756
0.235,0.765,2.072592288
0.236,0.764,2.06740251
0.237,0.763,2.062260067
0.238,0.762,2.057165598
0.239,0.761,2.052119738
0.24,0.76,2.047123116
0.241,0.759,2.042176358
0.242,0.758,2.037280083
0.243,0.757,2.032434907
0.244,0.756,2.027641438
0.245,0.755,2.022900283
0.246,0.754,2.01821204
0.247,0.753,2.013577304
0.248,0.752,2.008996664
0.249,0.751,2.004470703
0.25,0.75,2
0.251,0.749,1.995585127
0.252,0.748,1.991226652
0.253,0.747,1.986925137
0.254,0.746,1.982681137
0.255,0.745,1.978495203
0.256,0.744,1.974367879
0.257,0.743,1.970299706
0.258,0.742,1.966291215
0.259,0.741,1.962342934
0.26,0.74,1.958455385
0.261,0.739,1.954629082
0.262,0.738,1.950864536
0.263,0.737,1.947162249
0.264,0.736,1.943522719
0.265,0.735,1.939946436
0.266,0.734,1.936433887
0.267,0.733,1.932985549
0.268,0.732,1.929601895
0.269,0.731,1.92628339
0.27,0.73,1.923030495
0.271,0.729,1.919843663
0.272,0.728,1.916723341
0.273,0.727,1.913669968
0.274,0.726,1.910683979
0.275,0.725,1.907765801
0.276,0.724,1.904915855
0.277,0.723,1.902134554
0.278,0.722,1.899422306
0.279,0.721,1.896779511
0.28,0.72,1.894206563
0.281,0.719,1.891703849
0.282,0.718,1.889271749
0.283,0.717,1.886910636
0.284,0.716,1.884620877
0.285,0.715,1.882402832
0.286,0.714,1.880256851
0.287,0.713,1.878183282
0.288,0.712,1.876182461
0.289,0.711,1.874254722
0.29,0.71,1.872400387
0.291,0.709,1.870619773
0.292,0.708,1.868913192
0.293,0.707,1.867280945
0.294,0.706,1.865723327
0.295,0.705,1.864240628
0.296,0.704,1.862833127
0.297,0.703,1.861501099
0.298,0.702,1.860244811
0.299,0.701,1.85906452
0.3,0.7,1.857960478
0.301,0.699,1.85693293
0.302,0.698,1.855982113
0.303,0.697,1.855108255
0.304,0.696,1.854311579
0.305,0.695,1.853592299
0.306,0.694,1.852950622
0.307,0.693,1.852386746
0.308,0.692,1.851900865
0.309,0.691,1.851493161
0.31,0.69,1.851163812
0.311,0.689,1.850912987
0.312,0.688,1.850740847
0.313,0.687,1.850647545
0.314,0.686,1.850633229
0.315,0.685,1.850698035
0.316,0.684,1.850842096
0.317,0.683,1.851065534
0.318,0.682,1.851368464
0.319,0.681,1.851750994
